,id,subscriber_id,booking_status,booking_date,date,month,booking_year_month,datetime_load
256,256,256,Canceled,2020-01-23 21:07:58,2020-01-23,01,2020-01,2023-03-01 08:50:01.670725
257,257,256,Canceled,2020-03-14 16:26:01,2020-03-14,03,2020-03,2023-03-01 08:50:01.670725
258,258,256,Confirmed,2020-01-24 14:26:11,2020-01-24,01,2020-01,2023-03-01 08:50:01.670725
259,259,256,Confirmed,2020-01-21 21:29:54,2020-01-21,01,2020-01,2023-03-01 08:50:01.670725
260,260,256,Confirmed,2020-01-30 10:26:39,2020-01-30,01,2020-01,2023-03-01 08:50:01.670725
261,261,256,Confirmed,2020-01-23 0:27:10,2020-01-23,01,2020-01,2023-03-01 08:50:01.670725
262,262,256,Confirmed,2020-01-13 22:15:46,2020-01-13,01,2020-01,2023-03-01 08:50:01.670725
263,263,156,Confirmed,2020-01-31 22:00:57,2020-01-31,01,2020-01,2023-03-01 08:50:01.670725
264,264,256,Confirmed,2020-01-26 19:23:16,2020-01-26,01,2020-01,2023-03-01 08:50:01.670725
265,265,156,Confirmed,2020-02-06 20:54:42,2020-02-06,02,2020-02,2023-03-01 08:50:01.670725
266,266,256,Confirmed,2020-03-11 17:04:52,2020-03-11,03,2020-03,2023-03-01 08:50:01.670725
267,267,256,Confirmed,2020-01-26 21:52:47,2020-01-26,01,2020-01,2023-03-01 08:50:01.670725
268,268,256,Confirmed,2020-01-25 23:25:33,2020-01-25,01,2020-01,2023-03-01 08:50:01.670725
269,269,156,Confirmed,2020-02-03 23:31:29,2020-02-03,02,2020-02,2023-03-01 08:50:01.670725
270,270,156,Confirmed,2020-01-26 10:59:43,2020-01-26,01,2020-01,2023-03-01 08:50:01.670725
271,271,156,Confirmed,2020-01-30 23:16:18,2020-01-30,01,2020-01,2023-03-01 08:50:01.670725
272,272,256,Canceled,2020-02-23 1:45:35,2020-02-23,02,2020-02,2023-03-01 08:50:01.670725
273,273,156,Canceled,2020-01-26 12:16:49,2020-01-26,01,2020-01,2023-03-01 08:50:01.670725
274,274,156,Canceled,2020-05-06 20:34:18,2020-05-06,05,2020-05,2023-03-01 08:50:01.670725
275,275,156,Canceled,2020-03-20 21:28:36,2020-03-20,03,2020-03,2023-03-01 08:50:01.670725
276,276,156,Confirmed,2020-01-29 13:03:18,2020-01-29,01,2020-01,2023-03-01 08:50:01.670725
277,277,156,Confirmed,2020-01-29 18:49:24,2020-01-29,01,2020-01,2023-03-01 08:50:01.670725
278,278,256,Canceled,2020-05-11 17:42:05,2020-05-11,05,2020-05,2023-03-01 08:50:01.670725
279,279,256,Confirmed,2020-02-05 21:35:00,2020-02-05,02,2020-02,2023-03-01 08:50:01.670725
280,280,156,Canceled,2020-01-30 13:27:15,2020-01-30,01,2020-01,2023-03-01 08:50:01.670725
281,281,256,Review,2020-05-24 11:46:39,2020-05-24,05,2020-05,2023-03-01 08:50:01.670725
282,282,256,Confirmed,2020-08-13 17:03:00,2020-08-13,08,2020-08,2023-03-01 08:50:01.670725
283,283,256,Confirmed,2020-01-28 23:58:02,2020-01-28,01,2020-01,2023-03-01 08:50:01.670725
284,284,256,Review,2020-05-21 13:01:27,2020-05-21,05,2020-05,2023-03-01 08:50:01.670725
285,285,256,Canceled,2020-01-29 19:54:23,2020-01-29,01,2020-01,2023-03-01 08:50:01.670725
286,286,256,Confirmed,2020-08-10 19:17:30,2020-08-10,08,2020-08,2023-03-01 08:50:01.670725
287,287,256,Review,2020-01-09 0:56:45,2020-01-09,01,2020-01,2023-03-01 08:50:01.670725
288,288,156,Confirmed,2020-06-23 23:34:01,2020-06-23,06,2020-06,2023-03-01 08:50:01.670725
289,289,256,Confirmed,2020-02-03 12:50:50,2020-02-03,02,2020-02,2023-03-01 08:50:01.670725
290,290,156,Confirmed,2020-07-30 6:10:05,2020-07-30,07,2020-07,2023-03-01 08:50:01.670725
291,291,256,Confirmed,2020-02-05 2:45:20,2020-02-05,02,2020-02,2023-03-01 08:50:01.670725
292,292,256,Canceled,2020-01-30 19:56:21,2020-01-30,01,2020-01,2023-03-01 08:50:01.670725
293,293,256,Confirmed,2020-10-04 17:48:58,2020-10-04,10,2020-10,2023-03-01 08:50:01.670725
294,294,256,Confirmed,2020-02-26 1:53:45,2020-02-26,02,2020-02,2023-03-01 08:50:01.670725
295,295,256,Confirmed,2020-02-04 18:22:38,2020-02-04,02,2020-02,2023-03-01 08:50:01.670725
296,296,256,Confirmed,2020-02-01 18:28:11,2020-02-01,02,2020-02,2023-03-01 08:50:01.670725
297,297,156,Canceled,2020-05-17 18:53:16,2020-05-17,05,2020-05,2023-03-01 08:50:01.670725
298,298,256,Canceled,2020-03-14 21:02:59,2020-03-14,03,2020-03,2023-03-01 08:50:01.670725
299,299,256,Canceled,2020-05-16 9:56:28,2020-05-16,05,2020-05,2023-03-01 08:50:01.670725
300,300,156,Confirmed,2020-02-02 23:47:39,2020-02-02,02,2020-02,2023-03-01 08:50:01.670725
301,301,156,Confirmed,2020-01-31 2:13:27,2020-01-31,01,2020-01,2023-03-01 08:50:01.670725
302,302,156,Canceled,2020-03-05 18:37:00,2020-03-05,03,2020-03,2023-03-01 08:50:01.670725
303,303,156,Confirmed,2020-01-24 2:01:32,2020-01-24,01,2020-01,2023-03-01 08:50:01.670725
304,304,156,Confirmed,2020-04-23 14:46:29,2020-04-23,04,2020-04,2023-03-01 08:50:01.670725
305,305,156,Review,2020-02-12 16:24:01,2020-02-12,02,2020-02,2023-03-01 08:50:01.670725
306,306,156,Canceled,2020-05-04 8:16:19,2020-05-04,05,2020-05,2023-03-01 08:50:01.670725
307,307,156,Confirmed,2020-03-30 18:55:23,2020-03-30,03,2020-03,2023-03-01 08:50:01.670725
308,308,156,Canceled,2020-05-01 21:55:51,2020-05-01,05,2020-05,2023-03-01 08:50:01.670725
309,309,256,Review,2020-09-12 13:47:02,2020-09-12,09,2020-09,2023-03-01 08:50:01.670725
310,310,156,Canceled,2020-03-18 22:43:00,2020-03-18,03,2020-03,2023-03-01 08:50:01.670725
311,311,256,Confirmed,2020-03-20 3:49:58,2020-03-20,03,2020-03,2023-03-01 08:50:01.670725
312,312,256,Confirmed,2020-07-24 15:48:43,2020-07-24,07,2020-07,2023-03-01 08:50:01.670725
313,313,156,Canceled,2020-05-01 19:11:35,2020-05-01,05,2020-05,2023-03-01 08:50:01.670725
314,314,156,Confirmed,2020-03-01 1:40:38,2020-03-01,03,2020-03,2023-03-01 08:50:01.670725
315,315,256,Review,2020-02-14 17:08:54,2020-02-14,02,2020-02,2023-03-01 08:50:01.670725
316,316,256,Canceled,2020-03-18 9:05:09,2020-03-18,03,2020-03,2023-03-01 08:50:01.670725
317,317,156,Canceled,2020-02-27 9:49:22,2020-02-27,02,2020-02,2023-03-01 08:50:01.670725
318,318,156,Review,2020-08-26 17:04:16,2020-08-26,08,2020-08,2023-03-01 08:50:01.670725
319,319,156,Confirmed,2020-02-02 15:06:32,2020-02-02,02,2020-02,2023-03-01 08:50:01.670725
320,320,156,Canceled,2020-02-07 9:10:10,2020-02-07,02,2020-02,2023-03-01 08:50:01.670725
321,321,156,Confirmed,2020-01-21 6:10:49,2020-01-21,01,2020-01,2023-03-01 08:50:01.670725
322,322,156,Review,2020-02-07 1:07:19,2020-02-07,02,2020-02,2023-03-01 08:50:01.670725
323,323,156,Canceled,2020-03-15 0:53:22,2020-03-15,03,2020-03,2023-03-01 08:50:01.670725
324,324,156,Canceled,2020-02-06 18:36:39,2020-02-06,02,2020-02,2023-03-01 08:50:01.670725
325,325,156,Confirmed,2021-01-07 9:40:46,2021-01-07,01,2021-01,2023-03-01 08:50:01.670725
326,326,256,Confirmed,2020-02-12 20:58:07,2020-02-12,02,2020-02,2023-03-01 08:50:01.670725
327,327,156,Review,2020-04-20 14:03:49,2020-04-20,04,2020-04,2023-03-01 08:50:01.670725
328,328,256,Review,2020-07-09 0:56:11,2020-07-09,07,2020-07,2023-03-01 08:50:01.670725
329,329,156,Confirmed,2020-02-21 16:20:45,2020-02-21,02,2020-02,2023-03-01 08:50:01.670725
330,330,256,Canceled,2020-01-15 12:39:59,2020-01-15,01,2020-01,2023-03-01 08:50:01.670725
331,331,256,Confirmed,2020-02-09 5:37:02,2020-02-09,02,2020-02,2023-03-01 08:50:01.670725
332,332,156,Confirmed,2020-02-10 13:57:30,2020-02-10,02,2020-02,2023-03-01 08:50:01.670725
333,333,256,Canceled,2020-05-09 8:24:27,2020-05-09,05,2020-05,2023-03-01 08:50:01.670725
334,334,256,Canceled,2020-03-17 22:27:32,2020-03-17,03,2020-03,2023-03-01 08:50:01.670725
335,335,156,Canceled,2020-06-10 13:15:52,2020-06-10,06,2020-06,2023-03-01 08:50:01.670725
336,336,256,Review,2020-05-29 8:21:18,2020-05-29,05,2020-05,2023-03-01 08:50:01.670725
337,337,156,Confirmed,2020-02-17 10:47:11,2020-02-17,02,2020-02,2023-03-01 08:50:01.670725
338,338,156,Confirmed,2020-02-14 12:09:13,2020-02-14,02,2020-02,2023-03-01 08:50:01.670725
339,339,156,Confirmed,2020-02-12 9:46:55,2020-02-12,02,2020-02,2023-03-01 08:50:01.670725
340,340,256,Confirmed,2020-02-15 1:30:44,2020-02-15,02,2020-02,2023-03-01 08:50:01.670725
341,341,156,Confirmed,2020-02-10 10:28:29,2020-02-10,02,2020-02,2023-03-01 08:50:01.670725
342,342,156,Canceled,2020-02-21 5:14:25,2020-02-21,02,2020-02,2023-03-01 08:50:01.670725
343,343,156,Canceled,2020-06-28 12:39:03,2020-06-28,06,2020-06,2023-03-01 08:50:01.670725
344,344,256,Canceled,2020-03-19 9:37:07,2020-03-19,03,2020-03,2023-03-01 08:50:01.670725
345,345,256,Confirmed,2020-02-11 20:45:14,2020-02-11,02,2020-02,2023-03-01 08:50:01.670725
346,346,256,Confirmed,2020-02-13 16:40:18,2020-02-13,02,2020-02,2023-03-01 08:50:01.670725
347,347,156,Canceled,2020-03-07 10:45:09,2020-03-07,03,2020-03,2023-03-01 08:50:01.670725
348,348,256,Confirmed,2020-05-18 5:35:05,2020-05-18,05,2020-05,2023-03-01 08:50:01.670725
349,349,156,Canceled,2020-03-17 1:27:09,2020-03-17,03,2020-03,2023-03-01 08:50:01.670725
350,350,156,Canceled,2020-03-11 14:16:20,2020-03-11,03,2020-03,2023-03-01 08:50:01.670725
351,351,256,Canceled,2020-02-28 8:44:36,2020-02-28,02,2020-02,2023-03-01 08:50:01.670725
352,352,156,Review,2020-02-17 17:37:25,2020-02-17,02,2020-02,2023-03-01 08:50:01.670725
353,353,156,Confirmed,2020-02-13 15:01:37,2020-02-13,02,2020-02,2023-03-01 08:50:01.670725
354,354,156,Confirmed,2020-02-07 3:04:58,2020-02-07,02,2020-02,2023-03-01 08:50:01.670725
355,355,156,Canceled,2020-02-22 18:01:09,2020-02-22,02,2020-02,2023-03-01 08:50:01.670725
356,356,156,Canceled,2020-09-09 22:46:43,2020-09-09,09,2020-09,2023-03-01 08:50:01.670725
357,357,256,Confirmed,2020-03-11 16:35:59,2020-03-11,03,2020-03,2023-03-01 08:50:01.670725
358,358,156,Canceled,2020-02-19 16:22:38,2020-02-19,02,2020-02,2023-03-01 08:50:01.670725
359,359,156,Canceled,2020-02-19 12:08:47,2020-02-19,02,2020-02,2023-03-01 08:50:01.670725
360,360,256,Review,2020-02-15 4:06:49,2020-02-15,02,2020-02,2023-03-01 08:50:01.670725
361,361,256,Confirmed,2020-07-23 14:38:44,2020-07-23,07,2020-07,2023-03-01 08:50:01.670725
362,362,156,Canceled,2020-05-14 21:50:20,2020-05-14,05,2020-05,2023-03-01 08:50:01.670725
363,363,256,Canceled,2020-03-12 23:59:59,2020-03-12,03,2020-03,2023-03-01 08:50:01.670725
364,364,256,Canceled,2020-04-03 10:27:12,2020-04-03,04,2020-04,2023-03-01 08:50:01.670725
365,365,156,Confirmed,2020-06-22 14:09:48,2020-06-22,06,2020-06,2023-03-01 08:50:01.670725
366,366,156,Canceled,2020-03-14 15:40:41,2020-03-14,03,2020-03,2023-03-01 08:50:01.670725
367,367,256,Canceled,2020-03-15 6:35:01,2020-03-15,03,2020-03,2023-03-01 08:50:01.670725
368,368,256,Canceled,2020-07-09 14:38:16,2020-07-09,07,2020-07,2023-03-01 08:50:01.670725
369,369,256,Confirmed,2020-02-20 3:37:09,2020-02-20,02,2020-02,2023-03-01 08:50:01.670725
370,370,256,Confirmed,2020-02-21 8:17:48,2020-02-21,02,2020-02,2023-03-01 08:50:01.670725
371,371,156,Canceled,2020-03-29 13:24:00,2020-03-29,03,2020-03,2023-03-01 08:50:01.670725
372,372,256,Confirmed,2020-02-24 9:01:59,2020-02-24,02,2020-02,2023-03-01 08:50:01.670725
373,373,156,Canceled,2020-03-09 10:02:35,2020-03-09,03,2020-03,2023-03-01 08:50:01.670725
374,374,256,Confirmed,2020-02-18 17:13:02,2020-02-18,02,2020-02,2023-03-01 08:50:01.670725
375,375,256,Canceled,2020-03-23 12:03:24,2020-03-23,03,2020-03,2023-03-01 08:50:01.670725
376,376,256,Confirmed,2020-08-20 5:15:03,2020-08-20,08,2020-08,2023-03-01 08:50:01.670725
377,377,256,Confirmed,2020-04-06 10:01:16,2020-04-06,04,2020-04,2023-03-01 08:50:01.670725
378,378,156,Canceled,2020-08-25 0:55:05,2020-08-25,08,2020-08,2023-03-01 08:50:01.670725
379,379,156,Confirmed,2020-05-08 5:14:54,2020-05-08,05,2020-05,2023-03-01 08:50:01.670725
380,380,256,Confirmed,2020-02-26 17:48:05,2020-02-26,02,2020-02,2023-03-01 08:50:01.670725
381,381,156,Canceled,2020-03-27 21:57:51,2020-03-27,03,2020-03,2023-03-01 08:50:01.670725
382,382,256,Confirmed,2020-06-09 11:26:37,2020-06-09,06,2020-06,2023-03-01 08:50:01.670725
383,383,256,Review,2020-08-18 18:12:51,2020-08-18,08,2020-08,2023-03-01 08:50:01.670725
384,384,256,Confirmed,2020-02-19 23:50:21,2020-02-19,02,2020-02,2023-03-01 08:50:01.670725
385,385,156,Confirmed,2020-02-19 13:04:22,2020-02-19,02,2020-02,2023-03-01 08:50:01.670725
386,386,156,Confirmed,2020-02-25 12:28:59,2020-02-25,02,2020-02,2023-03-01 08:50:01.670725
387,387,256,Confirmed,2020-05-27 4:54:03,2020-05-27,05,2020-05,2023-03-01 08:50:01.670725
388,388,156,Confirmed,2020-02-08 14:24:22,2020-02-08,02,2020-02,2023-03-01 08:50:01.670725
389,389,256,Review,2020-03-04 4:52:37,2020-03-04,03,2020-03,2023-03-01 08:50:01.670725
390,390,156,Confirmed,2020-02-22 20:58:24,2020-02-22,02,2020-02,2023-03-01 08:50:01.670725
391,391,156,Confirmed,2020-02-27 23:07:56,2020-02-27,02,2020-02,2023-03-01 08:50:01.670725
392,392,256,Confirmed,2020-03-02 19:16:23,2020-03-02,03,2020-03,2023-03-01 08:50:01.670725
393,393,156,Confirmed,2020-02-26 20:47:54,2020-02-26,02,2020-02,2023-03-01 08:50:01.670725
394,394,156,Confirmed,2020-05-27 12:43:40,2020-05-27,05,2020-05,2023-03-01 08:50:01.670725
395,395,156,Canceled,2020-12-17 1:15:33,2020-12-17,12,2020-12,2023-03-01 08:50:01.670725
396,396,156,Canceled,2020-03-14 15:54:35,2020-03-14,03,2020-03,2023-03-01 08:50:01.670725
397,397,256,Canceled,2020-02-22 13:59:19,2020-02-22,02,2020-02,2023-03-01 08:50:01.670725
398,398,156,Canceled,2020-02-21 14:04:33,2020-02-21,02,2020-02,2023-03-01 08:50:01.670725
